"ward","total_households","total_individuals","target","dw_00","dw_01","dw_02","dw_03","dw_04","dw_05","dw_06","dw_07","dw_08","dw_09","dw_10","dw_11","dw_12","dw_13","psa_00","psa_01","psa_02","psa_03","psa_04","stv_00","stv_01","car_00","car_01","lln_00","lln_01","lan_00","lan_01","lan_02","lan_03","lan_04","lan_05","lan_06","lan_07","lan_08","lan_09","lan_10","lan_11","lan_12","lan_13","lan_14","pg_00","pg_01","pg_02","pg_03","pg_04","lgt_00","pw_00","pw_01","pw_02","pw_03","pw_04","pw_05","pw_06","pw_07","pw_08","ADM4_PCODE","lat","lon","NL"
"93501020: Ward 20",1592.8104,6784.56207,40.3839879499,0.9404791242,0.0258593804,0.0039275296,0.0006495061,0,0,0.0116614633,0.0118178284,0.0056051681,0,0,0,0,0,0.4950964521,0.3499347497,0.0007840079,0.0130591155,0.1411256747,0.1099596851,0.8900403149,0.1312345399,0.8687654601,0.0103892529,0.9896107471,0.0011189595,0.0067119925,0.0025243486,0.0008079387,0.0062106779,0.9728291645,0.0006321926,0.0049360459,0.0003375339,0,0.0022651587,0.000644158,0.000981829,0,0,0.9985377936,0,0.000168767,0.0001617879,0.0011316515,0.9447353119,0.0242031067,0.2952986118,0.2210475396,0.0497444391,0.0207245884,0.0083244685,0.3806572458,0,0,"ZA9351020",-22.8255417119,28.4997300744,0.007434712
"93501021: Ward 21",2841.63782,8908.22013,27.9713999584,0.7676649201,0.0382908438,0.0017655311,0,0,0.0028144685,0.0447241197,0.0431401775,0.0597779769,0.0236438365,0.0029742214,0.0152039045,0,0,0.3100894095,0.5612579131,0,0.022399433,0.1062532443,0.0834430864,0.9165569136,0.1241989136,0.8758010864,0.0188628085,0.9811371915,0.0582316728,0.0278152163,0.0188633181,0.0017873604,0.006685276,0.7704633451,0.0080021631,0.0153970151,0.000609225,0.000178736,0.0222189491,0.0220807981,0.0457585751,0,0.0019083498,0.9293612056,0.0006192606,0.0003019548,0.0564662528,0.0132513261,0.7165600858,0.1381652395,0.4890920793,0.1653032229,0.0516287435,0.0640538068,0.0309136651,0.0608432429,0,0,"ZA9351021",-23.4596754853,28.985786905,1.2208587046
"93503001: Ward 1",4061.34099,10464.66228,29.5619720914,0.843107909,0.0372485148,0.0076096762,0.0020210788,0.0012456009,0,0.0050051055,0.0105964213,0.0701434011,0.0124214539,0.0052278349,0.0053730037,0,0,0.2263470437,0.6437567185,0.0001107824,0.0194709131,0.1103145423,0.0874865299,0.9125134701,0.1142250924,0.8857749076,0.0233573665,0.9766426335,0.076554374,0.0272440794,0.0197464586,0.0026782594,0.0084214777,0.4941931447,0.0154262637,0.0032049357,0.0006316315,0.0013447907,0.1115131477,0.1298233219,0.1065424435,0,0.0026756716,0.911731914,0.0022067191,0.0025412239,0.0760186491,0.0075014939,0.8937487123,0.1500968969,0.7405542399,0.0373250856,0.0037185427,0.0019012883,0.0038545766,0.0625493699,0,0,"ZA9353001",-23.5551985091,29.665269433,3.0513091446
"93503002: Ward 2",2494.60275,8908.33125,37.6055867011,0.9551652583,0.0076505007,0.0009342089,0.0004314154,0,0.0008628308,0.0173832367,0.0100844032,0.0060416674,0.0005646631,0,0.0008818158,0,0,0.4067839574,0.429669962,0.0002388393,0.0368714152,0.126435826,0.1397793096,0.8602206904,0.1577298029,0.8422701971,0.0253258079,0.9746741921,0.002107883,0.0055691048,0.0047002091,0.0010823722,0.0084363881,0.9247621141,0.0017011491,0.0046976913,0.0010785746,0.0003658542,0.0052804963,0.0320058125,0.0082123507,0,0,0.9972563526,0.0003727915,0.0006100087,0.0002388393,0.0015220078,0.9554331807,0.0720129207,0.3695121598,0.1112428502,0.0760941477,0.0453523793,0.0181454502,0.3076400922,0,0,"ZA9353002",-23.5115478407,29.8359367986,4.4015707621
"93503003: Ward 3",1566.75263,5913.57847,35.466249704,0.9570231709,0.0098086256,0.0006603084,0.0051547448,0.000652911,0,0.0063366544,0.0085914967,0.0092190367,0.0025530514,0,0,0,0,0.3469262174,0.4522608305,0.0001798962,0.0091493569,0.191483699,0.189530494,0.810469506,0.164022983,0.835977017,0.0477448887,0.9522551113,0.0023345289,0.0061523543,0.0040363141,0.0011217083,0.0056001252,0.8602220019,0.0011014262,0.0038371267,0.0005454092,0.0001798962,0.0070929794,0.0244197926,0.0079366902,0,0.0754196469,0.9952190962,0.0017670417,0.001491941,0.0013528188,0.0001691023,0.9724953454,0.0887301463,0.5101905079,0.1166106867,0.0958611699,0.0833993111,0.0049094732,0.1002987051,0,0,"ZA9353003",-23.445728957,29.776384036,7.154157017
"93503004: Ward 4",1866.08943,7170.98273,36.1734657058,0.9000654915,0.0005481784,0.0013315653,0.0011248979,0.0007548459,0,0.0853433536,0.0018574137,0.0060852871,0.0013792747,0.0015096918,0,0,0,0.4085629042,0.4041173392,0.0003014217,0.0486433482,0.1383749867,0.1692689562,0.8307310438,0.1565968894,0.8434031106,0.0333290029,0.9666709971,0.0030152855,0.005045579,0.0051246798,0.0018124308,0.0039195506,0.9492194691,0.0018125605,0.0026978255,0.0019649427,0.0004497738,0.0056101711,0.0059948673,0.0133328644,0,0,0.9967454084,0,0.0010931821,0.0003081544,0.0018532551,0.9860208522,0.1087986014,0.4429965985,0.3092826907,0.0850029572,0.002354587,0.0005767194,0.0509878457,0,0,"ZA9353004",-23.4553523248,29.819635158,4.8677211646
"93503005: Ward 5",1204.36,4930.29051,40.7344091468,0.8281943854,0.0049311419,0.0008935949,0,0,0,0.1519067804,0.0096898436,0.0008493723,0,0.0008493723,0.0026855093,0,0,0.3778700761,0.4599712908,0,0.0105435389,0.1516150942,0.1156960543,0.8843039457,0.1477811369,0.8522188631,0.0294707064,0.9705292936,0.0026429964,0.0114928948,0.008146883,0.0004452719,0.0094231324,0.9345533434,0.014559779,0.0052548039,0.0004315486,0.0002157743,0.0042088635,0.0061314359,0.002493273,0,0,0.9970782979,0,0.0015735401,0.0008836822,0.0004644797,0.9694945033,0.0229344382,0.8216509266,0.0722388073,0.0146231193,0.0331752632,0.0020285878,0.0333488575,0,0,"ZA9353005",-23.4846232708,29.6450300133,3.7305492524
"93503006: Ward 6",2263.75489,8499.48003,32.6874275686,0.9641499571,0.0039188563,0.0015311287,0.000990147,0,0.0011369826,0.0130210961,0.008661481,0.0012444899,0.0031112246,0,0.0022346368,0,0,0.3737811559,0.4729018523,0,0.0199108568,0.133406135,0.1994758231,0.8005241769,0.1969073869,0.8030926131,0.0389157724,0.9610842276,0.0029275485,0.0167043972,0.0114134535,0.0007701965,0.0067713695,0.9251923638,0.0080566552,0.0052075656,0.0007758769,0.0002598794,0.0086338305,0.0063233503,0.006963513,0,0,0.9922453456,0.0006394615,0.0011726423,0.0003754924,0.0055670582,0.9813991434,0.0578035195,0.1645229356,0.0584911514,0.0490871474,0.0356356293,0.0037708853,0.6306887315,0,0,"ZA9353006",-23.5182237823,29.7085570308,7.2671257364
"93503007: Ward 7",2819.20749,10116.83502,34.4409630524,0.9640004007,0.0012631316,0.0027564271,0,0,0.0008666088,0.0029926744,0.014092237,0.0091387988,0.0037929489,0,0.0010967728,0,0,0.387094126,0.4519910042,0.0003235795,0.0076966867,0.1528946036,0.2012413744,0.7987586256,0.1965109918,0.8034890082,0.0342058824,0.9657941176,0.0012799092,0.0087100462,0.004828522,0.0014905966,0.0091214179,0.9003062531,0.003842854,0.0071034844,0.0012765652,0.0002039996,0.0207364645,0.0131122787,0.0140504436,0,0.0139371651,0.9948528201,0.0012497911,0.0017470434,0.0010344233,0.0011159221,0.9817520313,0.0730127494,0.3385791551,0.0439101629,0.0398603687,0.003387225,0.0319033985,0.4693469405,0,0,"ZA9353007",-23.4841943409,29.7688844001,8.4493717204
"93503008: Ward 8",2664.76402,9765.02204,37.6061719717,0.7645540936,0.0437841547,0.0044090471,0.000437277,0,0,0.1598364646,0.0079674897,0.0148799292,0.0028151911,0,0.001316353,0,0,0.3883895371,0.4591461803,0.0007709138,0.0163549503,0.1353384186,0.158319531,0.841680469,0.1656189204,0.8343810796,0.0624326765,0.9375673235,0.0041832584,0.0147904193,0.0095766829,0.0002178858,0.0142026479,0.856938584,0.0679425246,0.0075578314,0.0032451294,0,0.0049071727,0.0040624588,0.0123754047,0,0,0.997043978,0.0003302932,0.0009082611,0.0001172563,0.0016002114,0.9779298319,0.0971534883,0.1360261987,0.3798629719,0.0533139216,0.0064788026,0.0007877471,0.3263768699,0,0,"ZA9353008",-23.4462615863,29.6743812329,4.5121189036
"93503009: Ward 9",2085.32465,8042.86467,36.8941713704,0.9734346496,0.0005587811,0.0006754871,0,0.0005160875,0,0.0065117487,0.0028592718,0.000496105,0.0128408255,0,0.0021070436,0,0,0.3712702392,0.4750224487,0,0.0163121568,0.1373951553,0.1481280337,0.8518719663,0.1639909594,0.8360090406,0.0286901083,0.9713098917,0.0017416096,0.013780386,0.003125333,0.0013573025,0.0060864694,0.9266117081,0.0019050041,0.003754988,0.0004028129,0.0001364762,0.0201303661,0.0052792782,0.0153152645,0,0.0003730014,0.9932240237,0.0013512996,0.0008482935,0.0006715592,0.0039048239,0.9878499302,0.0914943244,0.2421588264,0.1610743919,0.0192980935,0.0191965841,0.0205302325,0.4462475471,0,0,"ZA9353009",-23.48811865,29.7231757074,8.2510064193
"93503010: Ward 10",2132.47684,7883.2223,25.5312423463,0.9105817487,0.0082317799,0.0028213343,0.0005464256,0,0,0.0046022868,0.0178002496,0.0316386226,0.0160791899,0.0052844091,0.0024139535,0,0,0.3025453259,0.4737791093,0.000156587,0.0067662978,0.2167526799,0.2430961642,0.7569038358,0.2463076973,0.7536923027,0.0530009226,0.9469990774,0.0442885481,0.0253827347,0.0154334085,0.0009359942,0.0146825861,0.6911828948,0.0050573038,0.0029716617,0,0.0027195732,0.0102175667,0.006943001,0.0615784056,0,0.1186063217,0.9415942019,0.0058930382,0.0022741246,0.0446429704,0.0055956649,0.8646018402,0.2030515229,0.5347202083,0.0849466717,0.0812714899,0.0123466804,0.0375633575,0.0461000693,0,0,"ZA9353010",-23.3880365968,29.340457481,1.4760948735
"93503011: Ward 11",1282.98767,5060.23431,35.4535870169,0.9224952957,0.0196520984,0.0526670065,0,0,0,0,0.0043467682,0,0,0,0.0008388311,0,0,0.3931584978,0.4559910152,0,0.0074864537,0.1433640333,0.1743226028,0.8256773972,0.1887966078,0.8112033922,0.0272402852,0.9727597148,0.0023799609,0.0100686879,0.0068708893,0.0010607078,0.0100203087,0.9436206364,0.0021443276,0.0036236207,0.0012843121,0.0017208215,0.0068983545,0.0061985628,0.0041088097,0,0,0.9933074977,0.0015039027,0.001083436,0.0002102333,0.0038949303,0.9837548322,0.0364526184,0.2038902681,0.2565999407,0.0657476778,0.1498099978,0.0016361498,0.2858633474,0,0,"ZA9353011",-23.349380458,29.2146994987,4.5652782748
"93503012: Ward 12",2187.19684,8379.58463,36.910265013,0.9584330005,0.0030500638,0.0015168548,0.0004729981,0,0,0.0028793522,0.016157997,0.0158399552,0,0,0.0016497784,0,0,0.3968658874,0.4382918775,0.00025391,0.0115797506,0.1530085746,0.1572008215,0.8427991785,0.1712865816,0.8287134184,0.019217461,0.980782539,0.0020646023,0.0048636146,0.0055669955,0.0008944465,0.0090737922,0.9353424407,0.0012890364,0.0043809129,0.001160468,0,0.0041288514,0.0003986272,0.0103101351,0,0.0205260771,0.9947252206,0.0016143783,0.0006217217,0.0019898277,0.0010488515,0.9670203391,0.0681178014,0.5734735837,0.1568247511,0.0703889733,0.0286477234,0.0345753334,0.0679718338,0,0,"ZA9353012",-23.2967088542,29.2195273546,5.2410871427
"93503013: Ward 13",1726.46328,7094.18098,38.165950451,0.9817082353,0.0044769385,0.0006749289,0,0,0,0.0018218111,0.0099096808,0.0008158934,0,0,0.0005925119,0,0,0.4155880528,0.4204661339,0,0.0137060797,0.1502397335,0.1031939932,0.8968060068,0.1759186097,0.8240813903,0.0090604302,0.9909395698,0.0007613648,0.00369926,0.0030318482,0.0007661335,0.0045887764,0.9698356215,0.0007661335,0.0030614091,0.0009160917,0.0001547268,0.0066214592,0.0023508478,0.0034463274,0,0,0.9975061307,0.0003161281,0.0007936575,0.0004613175,0.0009227661,0.9786717271,0.03492054,0.7257654388,0.0828778646,0.1456582268,0.0029059408,0.0026377045,0.0052342845,0,0,"ZA9353013",-23.3009525275,29.2617864809,3.7064273036
"93503014: Ward 14",1688.00818,6091.61273,34.0734367768,0.9857850807,0.0008344806,0.0013031809,0,0,0,0.0014720426,0.0075051947,0.0031000205,0,0,0,0,0,0.4066742683,0.4598518708,0,0.0088932065,0.1245806544,0.1787810294,0.8212189706,0.1852272777,0.8147727223,0.0152785989,0.9847214011,0.001410587,0.0026842957,0.0065929749,0.0007152145,0.007242005,0.9715957567,0.000360384,0.0028290997,0.000360384,0.0003548305,0,0.000180192,0.0056742757,0,0,0.999282566,0,0,0.000717434,0,0.9792628434,0.1161937379,0.8568870975,0.0165836163,0.0025536191,0,0,0.0077819291,0,0,"ZA9353014",-23.3640385699,29.1216183973,3.1100196158
"93504001: Ward 1",6079.94394,20531.60645,24.8168332618,0.6657593738,0.0220016108,0.0126814031,0,0.0038631162,0.0024852548,0.0564267078,0.0283172381,0.0454922056,0.1460178842,0.0118481717,0.0051070339,0,0,0.2680317721,0.5646371539,0.0001550994,0.0150898947,0.1520860799,0.1411170084,0.8588829916,0.2092974199,0.7907025801,0.0261884142,0.9738115858,0.1213992396,0.0182778128,0.0123911502,0.0010512066,0.0080289192,0.6663373557,0.0109468103,0.004109413,0.0005876413,0.0012490747,0.0120473121,0.0756426704,0.0213203312,0,0.0466110629,0.8604311106,0.0062873064,0.0020097565,0.1280174221,0.0032544044,0.8646781964,0.1904213742,0.5205765253,0.1906866513,0.0346701239,0.0323826917,0.0043528411,0.0269097925,0,0,"ZA9354001",-24.0741829181,29.3370040789,3.4449396472
"93504002: Ward 2",3848.79549,15741.91666,32.9214444699,0.9189719353,0.0527284577,0.0012665547,0.0002687958,0,0.0002657845,0.0017764051,0.0111246519,0.0109331556,0.0002657845,0.0014639489,0.0009345261,0,0,0.3712053403,0.4772269516,7.27E-05,0.0207046897,0.1307902821,0.1096763445,0.8903236555,0.1525442496,0.8474557504,0.0120181522,0.9879818478,0.0019116802,0.008630099,0.0039285019,0.0011726634,0.004486636,0.9193012956,0.0018552773,0.0016008025,0.0006934734,0.0005553066,0.0017396401,0.0468173747,0.0069261013,0,0.000381148,0.9972024709,0.0005411222,0.0006456037,0.0002724668,0.0013383364,0.9022670311,0.0175036996,0.1577965006,0.6212516036,0.1506639107,0.0147737676,0.0030153434,0.0349951746,0,0,"ZA9354002",-24.1566917923,29.5759494395,3.7360466555
"93504003: Ward 3",3263.83485,11435.26632,37.9226372315,0.9088002691,0.0559092688,0.001839609,0.0007885969,0,0.0007450009,0.002298468,0.0151969699,0.0120523347,0.0012947438,0,0.0010747388,0,0,0.4272837985,0.4207887832,9.73E-05,0.020638797,0.1311913687,0.1337214872,0.8662785128,0.1368868863,0.8631131137,0.0142254011,0.9857745989,0.0011307284,0.0084128946,0.0040542379,0.0008431924,0.0077092966,0.9617952676,0.0002862723,0.0038806801,0.0012450563,0,0.0005865801,0.006452071,0.0036037228,0,0,0.9981665875,0.0003793029,0.0005842155,0.0001902833,0.0006796108,0.7715956982,0.0336238459,0.4563424341,0.3941321081,0.0756664541,0.0184350749,0.0013334621,0.0204666207,0,0,"ZA9354003",-24.0703483944,29.7010626746,3.7060808719
"93504004: Ward 4",4342.46518,16507.55431,32.5823667284,0.8669674998,0.0675177389,0.0013034509,0.0003243803,0,0.0010364251,0.000506574,0.0265666241,0.0291202842,0.0003243803,0.0027868318,0.0035458108,0,0,0.410582614,0.4089665866,0.0005841041,0.0227696213,0.1570970739,0.177578048,0.822421952,0.123170945,0.876829055,0.0174791154,0.9825208846,0.0028831812,0.0158057853,0.0079963232,0.003755314,0.0138298797,0.8926448251,0.0033560592,0.013098082,0.0026201846,0.00099337,0.0056229365,0.0056156078,0.0028825899,0,0.0288958613,0.9971239749,0.0008156363,0.0001905194,0.0010599989,0.0008098704,0.7925306519,0.030149886,0.0908670061,0.6032407127,0.1657568985,0.0482097015,0.0146038638,0.0471719315,0,0,"ZA9354004",-23.9820890133,29.7810983451,10.5767699766
"93504005: Ward 5",4359.36813,17183.35807,33.4634820116,0.9142470746,0.0349103025,0.0015792151,0.0002373142,0,0.0019832461,0.003068658,0.0215593217,0.0080556858,0.0106828257,0.000646245,0.0030301112,0,0,0.3808541103,0.4610270011,6.19E-05,0.0191355373,0.1389214407,0.1159825816,0.8840174184,0.1508461549,0.8491538451,0.0121429639,0.9878570361,0.0008230551,0.0046247922,0.0058225057,0.0009441205,0.009348934,0.9440372169,0.0007563661,0.0042182267,0.0021535441,0.0001905099,0.0032894612,0.0166210224,0.0044350406,0,0.0027352046,0.9982533373,0.0001257897,0.0005144041,0.0001885411,0.0009179277,0.784474272,0.103166121,0.6910528407,0.1536832013,0.0113173902,0.0101020191,0.0104351889,0.0202432388,0,0,"ZA9354005",-23.9672346819,29.6591050627,6.5724752169
"93504006: Ward 6",6028.2356,19745.35401,19.0175403894,0.8060741919,0.0273388767,0.0493247162,0.0017421648,0.0148181916,0.0006311382,0.0092118762,0.0215954599,0.0339603432,0.0181143136,0.0054074595,0.0117812681,0,0,0.2638499491,0.5634460524,0.0005470568,0.0288198069,0.1433371348,0.2853050037,0.7146949963,0.378117841,0.621882159,0.0747639807,0.9252360193,0.1713853309,0.0537791913,0.0115389863,0.0034953974,0.0095634852,0.5875687827,0.0108940918,0.0104048851,0.0015679309,0.0018381083,0.0235357264,0.0282542587,0.0350731964,0,0.0511006285,0.789909985,0.0068610763,0.0054230631,0.1963591708,0.0014467049,0.795512395,0.4474978251,0.4023586703,0.1027853291,0.0226897353,0.0169970746,0.0007010061,0.0069703596,0,0,"ZA9354006",-23.9627453349,29.5507692825,9.4947195639
"93504007: Ward 7",3436.50829,14290.87061,28.1311601317,0.967019582,0.0104987758,0.0007109396,0.0007230653,0,0.0002976713,0.0028318512,0.006063585,0.0101660485,0,0.0007230653,0.000965416,0,0,0.3758788388,0.4556477438,0.0002267021,0.0330706304,0.135176085,0.1158965922,0.8841034078,0.1509896925,0.8490103075,0.0171300474,0.9828699526,0.0013618485,0.0045108791,0.0037213219,0.0013712524,0.0104628755,0.956915634,0.0008359603,0.0034274518,0.0019702257,7.68E-05,0.0020786851,0.0089689756,0.0042980817,0,0,0.9961426318,0,0.0008477314,0.0001512497,0.0028583871,0.9340540482,0.0827564248,0.8815474646,0.0132260237,0.0062461889,0,0.0006522464,0.0155716517,0,0,"ZA9354007",-23.9576296777,29.7177541026,13.9400561005
"93504008: Ward 8",15548.51488,39500.24246,16.3952482901,0.4943481284,0.0019420575,0.0034655754,0.0008057509,0.0022519045,0.0003310734,0.04161404,0.1104655251,0.3375205382,0.00353624,0.0005219244,0.0031972423,0,0,0.2231667291,0.6317111498,0.0004380158,0.0288675104,0.1158165949,0.1193310103,0.8806689897,0.1098966945,0.8901033055,0.0119562718,0.9880437282,0.0181113344,0.0350337591,0.0198343631,0.0023948815,0.0111022351,0.6763666865,0.0102968857,0.0057597305,0.0016752436,0.0021437208,0.0789453939,0.0599334876,0.0782250641,0,0.0001772141,0.978427299,0.0040710839,0.0010932034,0.0134001069,0.0030083069,0.509018161,0.3009283334,0.3080225801,0.2597934318,0.090767209,0.0168917959,0.017399492,0.0061971578,0,0,"ZA9354008",-23.8867535898,29.4142591223,40.4006320388
"93504009: Ward 9",3314.96152,13531.61615,28.2102915632,0.9046174841,0.0088432309,0.0034292223,0.000424925,0,0,0.000424925,0.0421060453,0.03831957,0,0,0.0018345975,0,0,0.349895407,0.4775165286,0,0.0112698674,0.161318197,0.1705767945,0.8294232055,0.1709267111,0.8290732889,0.0194343583,0.9805656417,0.0018946695,0.0051335989,0.0405181387,0.0018484193,0.007368179,0.8495071899,0.0012194744,0.004832626,0.0006434435,0,0.0037835917,0.0291161141,0.0074291215,0,0.0467054336,0.9935434482,0.0040921808,0.0007995305,0.0011537521,0.0004110884,0.9341972422,0.123747542,0.7132083422,0.0874377812,0.0374316411,0.0036821755,0.002130613,0.0323619051,0,0,"ZA9354009",-23.8143916795,29.2281399587,5.9658163424
"93504010: Ward 10",4271.53585,15360.14764,22.1391179475,0.7474609443,0.0014824293,0.0013190665,0.0008545076,0.000524741,0.000524741,0.0176155188,0.1027527956,0.1104180362,0.0152812296,0,0.0017659901,0,0,0.3387606826,0.5161242526,0.0001385182,0.022645561,0.1223309856,0.1403017137,0.8596982863,0.1710624973,0.8289375027,0.0142503755,0.9857496245,0.0029121569,0.0155794101,0.0094545276,0.0008460127,0.0125207377,0.8828445929,0.0064704717,0.0050376703,0.0007834326,0.0009238323,0.0190921218,0.0239457223,0.0195893111,0,0,0.9948251949,0.0009908889,0.00022055,0.0010602691,0.0029030971,0.7980945308,0.1033972219,0.2668038336,0.1295065427,0.035302595,0.037901014,0.0374707004,0.3896180925,0,0,"ZA9354010",-23.8267711499,29.3562311089,21.5938018902
"93504011: Ward 11",4799.80018,18333.84188,16.200452328,0.8004970261,0.0007147423,0.0002359869,0.0002155381,0.0002934726,0,0.027696578,0.0501056004,0.0550769116,0.0442577487,0,0.0209063953,0,0,0.3418497291,0.5361410769,6.73E-05,0.0146185029,0.1073233615,0.4020581165,0.5979418835,0.3352664173,0.6647335827,0.0675696316,0.9324303684,0.0012830284,0.0264294932,0.0104912724,0.0023048284,0.0126527185,0.876116212,0.0029785159,0.004619399,0.0011052997,0.0011521797,0.013135242,0.0250744772,0.0226573335,0,0,0.9953656876,0.0012860551,0.0005023033,0.0004037604,0.0024421935,0.9633097914,0.4702691332,0.5108447702,0.0054002665,0.0031455622,0.000772228,0.0002427684,0.0093252715,0,0,"ZA9354011",-23.8500598562,29.3607568849,24.5873666558
"93504012: Ward 12",2551.8869,8847.82474,16.290018966,0.8521188028,0.0005519876,0.0077902159,0,0.0014140086,0,0.0520517387,0.0133624692,0.007658149,0.0567836137,0.0004438637,0.0078251509,0,0,0.3514312785,0.542853463,0.0002790313,0.0112476233,0.0941886039,0.6171091282,0.3828908718,0.4971126855,0.5028873145,0.2701447349,0.7298552651,0.0049678674,0.0141156944,0.0151926947,0.0035066325,0.0119904929,0.8525285154,0.0156531209,0.0099760712,0.0028907817,0.0009829829,0.0199573652,0.0204624193,0.0153429271,0,0.0124324343,0.9937711628,0.0016319842,0.0002620531,0.0036338898,0.0007009101,0.9790003899,0.7996681083,0.18441061,0.0034314177,0.0003918669,0.0005519876,0.0008143425,0.0107316668,0,0,"ZA9354012",-23.8449577165,29.3751397929,26.9118285909
"93504013: Ward 13",3387.27509,12862.79934,22.1825641566,0.8955055404,0,0.0038250126,0,0,0.0003343956,0.0406326373,0.0214139531,0.0059459712,0.0289160306,0.0004158534,0.0030106058,0,0,0.2899782972,0.5252744104,0.00110918,0.0660347066,0.1176034058,0.3598286875,0.6401713125,0.2677148728,0.7322851272,0.1309585576,0.8690414424,0.0034030384,0.0226328393,0.0103864467,0.0022903622,0.0121746321,0.8096122994,0.031974494,0.0093280978,0.0038018761,0.0029050286,0.0242895339,0.0338601348,0.0186476811,0,0.0146935356,0.993704798,0.0011902666,0.0019740563,0.0006908364,0.0024400427,0.9531136221,0.5708435213,0.3971897984,0.000711076,0.0002952226,0.0006520905,0,0.0303082913,0,0,"ZA9354013",-23.8624030039,29.3917935975,32.8508975909
